tweet_id	author_full_name	sarcasm_score
348989579803635712	Eric_b20	0
421442570359541760	Fallen_Soldier_	0
479382649073860609	tristans_mommy_	1
531136534511386624	mercettelove	0
506276796435013632	leesett_	0
512506180770746370	sheniquerose	0
489487432002580481	CHCrail	1
474010814228094977	_yb_milaan	0
477296156888686593	_aubnormal	0
493324422921461760	ginalovan	0
525875312752885760	elkins_kelly	0
368461221923942400	mollypbarker	1
340141330623787011	jkhpoon	0
455465066976903168	Learn2live135	1
395344760396718081	anngardner98	1
542831689974571009	RUFF_Riders_	0
378583474606964736	SoooManyHats	1
453032736735756289	taylordunphy	0
419556036052131840	klappdaddy	0
512367723498573824	katxkp	0
532413745499090944	true_beautay	0
404099393374019584	its_joeeey	0
369348383292407808	Ellexus_	1
364474782722818048	SeamusMcGovern1	1
390972807594520576	_BrokenAsuno	0
371375356961247232	JakeJuozapaitis	1
425041027506782208	Jared_C_Griffin	0
439119194538639360	Ratchet_Bubba	0
511199752117964800	RyBoudrie	0
423563572321349632	plally1631	1
494980903794647040	AvisIncendium	0
500137927155154945	HUBRlS	0
487282142699720704	JeffGoins	0
367335003652624384	_JacobsCrackers	0
423194218526687232	GoLoveVegan	0
545525937660780544	DeadstockUtopia	0
497713658408210433	askRegions	0
405221240358449152	bigtime_lyrics	0
460941959482585088	Foodidude	0
545007568792584192	amarquis32	1
504833806247813121	LandrevilleRRP	1
432232355533565953	aebobek	1
507587384095936512	ThaNames_Kam	0
502796152471699456	BrinkLiverpool	0
442116300064571392	abbi_barnes	0
448047764958900224	jasss_meup	0
402920000475774976	KayvonAfshari	1
492163189103022080	_justpeachess1	0
337940358514237440	Mushdarrg	0
414126929294270464	TRosiechuk	1
532140699316023297	JShruti89	0
459129454111883264	AlyssaLBenjamin	1
447559310269116416	miWINNER	0
413177362172239872	MediumTone	0
505868602566668288	ELGeddes	1
501209027548680192	tray_truf	0
529379995232530432	_BePretty	0
376077318503940096	theJMWarren	1
396294429746544640	Scarves__Kurt	0
394220848175128576	36_DJS_36	1
385574779266560000	buckwild_lkm	1
465954391749820416	cmaye35	1
472322221969772544	SourcedMarket	0
543937127184990208	karensd	0
522808031676219392	texasmcmanus	1
413671563758960640	im_jp_	0
496749143982104576	Kev_2507	0
482717414564442113	asprostheplug	1
427139751041171456	j_wrightt	0
552562067954098177	JustCody69	0
405049084639068160	McBoudin	1
378547698393030657	McBoudin	1
411697414932664320	McBoudin	1
316859414122475520	JordOnLamb	0
444079733395832832	alexyvgirl	0
231412506453737472	Lazyfaith	1
283220971937214466	BossJayEli	0
367254789174067200	rubyreirei	1
419102126762385408	evemikhael	0
456164057028907011	evemikhael	0
391769677698838530	charmeljun	0
444693899362050048	angelserenaa	0
505941381043736576	niggieken	0
421125394604232704	OfficialLilAnt	0
487962575947051008	ChiSc0tt	1
549034072089968640	K_Mitchell_5	0
392297918834548737	GSG_52	1
442370645994000384	WillHort	1
343913264297693184	Fitzy_10	0
382967614625947648	Browns1977	1
553711112244707328	CrownMeDmyy	0
531571148145053697	sixonefour_	0
409554005514149888	Adam_Kempenich	1
378340183973703680	AaronKDawson	1
481367771763077120	thatdirtyblonde	0
545398132209885184	HazeLagoon	0
498327004333498368	ONLYTEV	0
437740457242923008	ashleyaielllo	0
489871457283878914	danwichh	0
413360775605268482	BrennanB22	0
423137686799396864	kartik_prabhu	1
361024413942022144	WGPressLLC	0
414076505510383616	Mister_PLP	1
481965597878939648	QuantumBrandon	1
468022973828698113	AndyFrame3	0
500295073779961856	ZENvsZEXY	0
454821845015859200	Bobo_765	0
401803146462519296	louisamorin	1
422035833311338496	tehsarcastic	1
433073400517369857	WhoJFitz	0
539233407402655744	_lowkeyjayy	0
552576716367859712	aryhddz	0
508460631348228096	saraakochh	0
431108962281611265	Browns1977	1
517837433455792130	_JW21_	0
397023276804755456	AaronKDawson	1
231554737043021824	jaredscottt	0
495430033784467457	thatdirtyblonde	0
423194612665024512	kartik_prabhu	1
427855335412748288	CallCsr	1
414077354458509312	Mister_PLP	1
364821351430762496	Rolfes21	1
446266005934071808	LouiseWalters50	1
374181661451100163	MLB_PatrickMac	1
260769403740749824	theTWEETUS	0
474208108630536192	sideh1011	1
505345871387844608	sideh1011	1
302471056726315009	Notmotoringhome	1
470238060546756608	ICBC_World214	0
515110565963108352	LukeeyProctor	0
387015570283315200	emilyysiwy	0
464178717153959936	dashrevery	1
476784602410127360	Cjs001	0
457196202145378305	emilyysiwy	0
508811494679924736	emmapalmierk	0
379627321218850816	CallCsr	1
407719240548904960	shellr85	1
437104398586486784	Alyssa_Veres	0
510177026624724992	Nukes17	1
446013847426846720	Jacob_Wrong	0
370728818258239488	yvesjean	1
540554829613912066	jamesurquhart	0
447676829814775808	Laura_Fitzer	0
534624295306428416	steveberkowitz	1
536190279309881344	Rikiknox	0
455336490768564224	Brittnneeyyy_	0
529995618291556352	mikemerc57	0
491145606380134400	buddy_hell	1
480985849127903234	BennyOBrien	0
467772583765889024	CorrStevecorr	0
338240023319158785	nicolaariane	0
434025332417376256	thegrantyoung	1
452550820324577280	dandrews1976	1
387666017276534784	WendyGoodes	1
520538447019507713	DanBlank	0
474318227158597634	egobrain101	1
509161901281251328	michaelerard	0
461613417376530432	acgermana	1
466216137672232960	SLPTanya	1
435231593213743104	wheels8899	1
445095312743333888	PacificPonies	1
496921464843423744	AudaciousMormon	0
240876636415856641	DylannTee	0
461246040746627072	Kendell06	0
478205618042331136	SwitchTM	0
356038040399003648	Bland9Theo	0
502522749311778817	Tulipterrier	1
547821649224290304	qosfc1919	0
492166204186828801	SnowboardSlut	1
460575361021915136	mukundmohan	0
258318356610949120	tarapham	0
451431305658789888	CinePerspective	0
543055674549469184	mafiahairdreser	0
423516998715604993	PearlshotsGBR	1
521064098919112706	TremendousUM	0
552540044524015617	agoodlife4me	1
369466342652399616	DanBloomSports	0
486526539828588544	CreateAStirSA	1
243785967876591617	ketch	0
422115278881685504	EamonOMearaTV	1
473807460302860290	x10Hosting	0
514485068581322753	TweetMyMeat_	0
317388982281441280	rdellsworth	0
438223137411694592	sbutlerbooks	0
474267699758235648	benscaife	1
510636813791137792	lkpangborn	1
441912649639788544	JustNugentPhoto	1
459253836020858881	Mr_SnapHerBack	0
311147761649188865	JakeCarter110	0
403296508369702912	CarleeAsh	1
539219776783257600	TehGingerShow	0
540760300237377536	TrunksOnline	0
350524682224664577	Duk3s15	0
400110158744805376	5Forty3	0
354752033485627392	EmilyEliz21	0
439279929083981824	bri_adamson	1
432439594668523521	Jake_Weasley	0
490502013474439168	JonCor	1
543240879452856322	herdestiney	0
434310891027574784	poundonfarms	0
533505909339983872	dribbleglass	0
366079112118403072	ReturnAmerica2	1
447433186705158145	aidan_ncfc	0
380766425016582145	Exasper8d	1
451045591686987777	lilroxs	1
546669822617329665	ladydiquickwit	1
531992503604768768	M_Doerre	0
501413100038287360	rusticesteem	0
495986394163339264	NantwichCC	0
478441604915527680	katelyn_lohr	0
450348814541787136	TheChrisDees	0
527612617905692673	mia_rose07	0
441789191450791936	TimHayes4Daze	0
515022871580532736	txsgreen	0
314953816657231873	Sheep_Lord_	0
516139639313530881	juliaByers10	0
489066638617374720	JuliaWorthIt	1
537295296506904577	vernfl291	1
477584113004998656	bronwynclee	0
364861863906918401	DIRECTV_Lloyd	0
295544119961460736	RailtonLewis	0
379762380810358784	thisisfalcontho	0
463738839266504704	SirWaltGrizzly	0
494810064008790016	LiveWellFood	0
544107970150150145	JamesHelder_	0
445711553522724864	CCRaiderNation	0
455381214673649664	Sadler31	0
509479436593664001	sjcwatts	0
318416918027567104	MojoMoe	0
552276070087806976	ohlovelyed	0
459647771772219392	POKE_MON18	1
395819645900304385	literaryanna	0
541109915591245824	GallaVloggers	0
358423637247791105	MidlifeNavyWife	0
458394834324430848	TheDavidBunce	1
457966578827821056	jasminelaidler	1
543486857007607808	Katlego_Tefu	0
507735093205401600	jeffshelman	1
370054529175543808	Anonymonsta	1
440814314346524673	Juniorjman	0
420718742356492288	Anichels	1
360484257602347011	AshtonVaughan	0
507574140669140992	Truss75	0
396391377644572672	QZaccardelli	1
528619085673017344	mattmeir	0
520362173198245888	Gershawn_	0
491030831788331008	ThatGuy_Jaquann	0
436264575214702592	K1ng_D0uch3	0
426589498273976320	dorinjohnson	0
438387664991956992	pimpdaddy__	0
426575107721408513	Lukehags21	1
322873500983500800	huntstweets	1
463125421803208704	NatesPosts_	0
342756400092549120	rhiannon_jones1	0
286476991224479744	masrymostafa	1
316645929342078976	AmandaJorp	1
446112456717246465	BMWhoneybadger	1
526260637606117376	thatsrishad_	0
440149325008494593	aarine_	0
435936350076817408	DoctorFoxhound	0
554840338041700352	Rsprake1	0
524383867428700160	Maxillius	1
499394651888320512	Caffine_Whore	0
370961385662210048	drunkendonna	1
491296626896433152	KittyKahlo	0
445776560243503104	creemy91	1
442475728018628608	mskenny	1
446439678200537088	daverdfw	0
481876584425869312	Latitude_51	0
431780037554352128	scoober	1
421138597715009536	GlennWool	1
486034900651614209	InkPensLoveMe	0
550683738313478144	DaveMaulding	0
483876044642856960	simoncookvic	1
473571978734231552	hinesley13	0
388085321407008768	boshwa69	0
367303273004285952	mojothemes	0
400103463104675841	MorganRae1221	1
376041755558559744	jxckwhite	1
497507338191122432	_lynnrenee	0
422224618959933440	Skepzio	1
397484582800740352	DallcnWeekes	0
545276153620361217	briedbaker	0
434276134964846592	ChrisJByron	0
430038973537599488	csmonster81594	1
303214713821597696	RobertCoveney	1
483938531497500672	ChloeBensley_	1
412959109185433600	stephdermody	1
373638779279384577	nickberg9	1
343681043724902402	HopefulSmiley	0
430488760187248640	KrazyDaisyy	0
400487457671901184	angel6gg	0
439524954774990848	SO_JENNY_	0
363134760035418113	imjustpeanut_11	0
398238012288819200	CTiizzle	1
392679638423441408	janiemcnay	0
311160519027486720	King_Deatonn	0
447140979791781888	Dreevill	1
401440394736455680	thatSFkid	0
487900722802208768	momsofhockey	1
428279402753830912	a_beat_down	1
459748240091402240	PharissWheel	0
471335567717072896	cynthehoodlum	0
284846614210826240	cleskovisek	0
262654571271303168	SportsBane	1
364088475890352128	xocrystal4320xo	1
490989144043036672	HunterBeTweetin	0
492754074597474305	kingmillim_ckmd	0
433803118245986304	Lexiitarasoff	1
410926726085357568	Steph080980	1
448393276140580864	mr_trick	0
318466501583712256	IAmAngelStarr	0
423054836889042944	chrisrowley4	1
408439487165767681	bengallagher03	1
327553815068954624	JDoza0627	0
549812803239174145	jazzsosimple	0
427845151462285312	brownbear_mani	1
443284128700448768	GarrettJohnston	0
443091029282267136	APengue	1
427865863531020289	Trill_Makaveli	0
472405101605560320	naomi_matthews8	1
230497014276829184	jonathansmiller	1
465989137510957056	DebMWood	1
535518384843395072	KevinFalk7	1
463842573857988609	SariSubzero	0
409136550921109504	dluecke	1
377933233591418881	ToriGWood	1
375747156067377152	mikebreslin815	1
550160456581931008	vicunad	0
504844853520646144	TrillzEli	0
438450260227416064	SammyyBoiiii	1
416257958729641984	KISS_TEETWEET	0
430550607494414336	JBaby_BrownEyes	1
432304095073153024	Geooo3	0
419905030276538368	kennyb1414	1
393916611461005312	Figzy13	1
421690153267396608	SongSooJin95	1
493612214801424384	becky_potter	0
539223755328086017	PrinceJordan41_	0
479355926378729472	cheymariexo	0
476212325893283841	Ricki_Rianne	1
364938321417355264	benj_press	1
530245602630983680	DayshiaRaye	0
403722022703734785	Sakent1987	1
459406349210644480	MerdithKW	1
464646196695687169	RoboticClouds	1
418011256118079489	lurkingspider	0
319845771719634944	danielle_hock	1
501060500890062848	KanoStarlord	0
503618618702450688	harmoniecoleman	0
512987217984507905	kasiaburke	0
473569476844457984	benerikot	0
530828632458293248	BadassBluenette	0
324690365506527235	dmakaylab	1
468013865553637376	ihudson12	0
341492476403654656	jcm018	1
323882868197695488	__Kitch	0
350761224163696642	iradat_k	0
520884255019134977	TheSewphist	0
468415257098993665	ComedyGroupie	0
393514777252593665	ryanconnor777	1
407944707881570304	mizzyboy007	0
468941458901581826	429jr	0
486005752838885376	DanieleHagberg	1
532601231458729985	meggan_	0
535391456031416320	Jgsemig	0
441868949370994688	eQuinoxeSports	0
454063814439624704	SoLauraaa_	0
284372012649021441	0317	0
451088675573493760	killershears	0
496163022482575361	thenamestei	0
277920278326165504	Clint_McBoyd	1
389036393080823808	dizzidozzi	1
297926459723485185	kntfan5	1
302837419961630720	NikieMoto	1
397094398292287488	ZT_Sports	1
425642338594357248	Majin_David	0
545558886132903936	christwords199	0
530428053231775746	Vibreo_	0
439378545765543937	Timboy2Tim	0
458950057002143745	bigkeeper13	1
489134734812151810	bterris	0
525119383950348288	briancroxall	0
476457915784892416	Jay_Rel	0
539143659959386112	SexyPurkiss	0
400760234110894082	KingJames98813	1
519122789627072512	rjflesher	1
478943291249934336	Datkidjerm	0
533088361201008640	Sushi5siiide	0
517138259684511744	MikeCairns5	1
492460779929473024	genemarie_13	0
370892560115306497	chajadan	0
450570969460260864	KTFisher_Author	0
277250261750272000	Sam_Marie_1023	1
552554908235612161	KimMeg11	0
277426185045159936	ShopeOfficial	1
464870373314420736	layereddelay	1
471455857176510464	bradpearson2	0
518657417383383041	AndrewWaltonx	0
548497494645026816	PurinaCatChow	0
473439617979392000	mynassah	0
392276535753080832	Anthony_Alaniz	1
553607445587972096	canadiangirl02c	1
550289550090985472	JennaValleys	0
523362586876977152	ForeveraYungin	0
421194870980481024	FuckinPaolo	0
529578650258391040	JoanneFOX5	1
440944772338188288	dtpayton	1
492793897257406464	sheenaniganz	0
446766868682928128	keeyshasta	1
415860088499605504	SjfSue	0
443244039916118016	ScottWaldman2	0
539484473700909056	MsTamarCohen	0
390496258244501504	allisonovak	0
502145213373349889	oliviaknightoxo	0
469578835705753600	Emsational	0
476955062611111936	iMarkyTv	0
534235572278411264	ElinaArchibald	0
410870605945118720	TresKinsey	1
418643616060276737	zachpoturica	1
512604849876504576	tmsaue1	1
386423023013601280	coltcudi23	0
553780159321751553	brookemillaaa	0
522000072763244544	DougAlldred	1
324913891681390593	eatock_david	0
478538368629104640	br0kendaisies	0
476497001446518784	tylergreenFC	1
322134500052176896	purseandclutch	0
441077268589203456	sekaiyuman	0
316259518860369920	camharris_us	1
528555385800888320	ChrisDGuitarist	0
449080443074121728	FEISTYraveeyray	0
396446549233770496	ClydeCheetah	0
527917734802501632	brucebuffer	0
398277327345295360	TheMfPope	0
326442832837611520	howardhicks23	0
490503846096281600	Atlantisresort	0
507489110660235264	JulieBarnesLive	0
487392532272517120	theryanmichael	1
421026056603455489	AmberRoseWells	0
471703486598377473	Lance300	1
392981669180747776	skascsak96	0
451457149239980032	JonathanLane11	1
474399593711407104	exclusiveupdate	1
515684141384609792	thesportsstew	1
495072771647741952	Parkerlewis251	0
491408252492857344	BamaBoyJosh	1
459178607147896834	payal_lakers24	1
372385224644362240	WordsofWardy	1
530849440513654784	tookthecollar	0
492847950276460546	Deftry	1
369864443263733760	iLikeNobes	1
533226726881771522	lea841	0
463845314672066561	WCCORosen	1
424334208367349760	EmsilyR	1
369625766675226625	nikkikiefer	1
297164118811631617	caitlinmariee27	0
385181136580018176	MarcusWeedon	0
488909515635429377	NonStopHoops	1
350941904684326912	ettaverma	0
371062630330667008	gabbixxx	1
396753790948220929	LilStin24	1
493128009214210048	SportsWorldChi	0
413564607542738945	mybfismytwin	1
480945664130441216	quantumleapyear	1
455064051006308352	jaymidget94	1
367818617267568641	omarleal123	1
348300159291117568	ChiefMaryJane_	0
375278800155582464	louisslaysx	0
374034256512974849	Factor51	0
370721971098501121	simplii_whitt	0
493854147046039553	MalwareJake	1
476115568429252608	jerrigirl	1
547231675751886849	HunterDurham1	0
499054397238685696	JasmineGill1020	0
535405303207297024	RachelTinker13	1
439747457589997568	GlutenDude	1
460886510590386176	WillBrittonCFP	1
418985949822205952	LincolnCarstens	1
420704424051220480	BillySteichen	0
398086857537634304	newaitress	1
470265935853813760	cxitlinbenn_	0
430160335752806400	wesmantooth4774	1
522459205081767936	james_antrobus	0
431867132733693952	JeffClaxton	0
516744027303972864	wintersweet	0
463143788982980608	amber_brooke541	0
544617364055412736	cynnpelletier	0
395660998817763328	Illuminatas	1
505546175391739904	AustralianOpen	0
511738315809107969	JMS_Enterprise	0
521093460812918785	evil_cyclist	0
359440184846204929	mrwilliam	0
393758823942750208	HZwillenberg	0
480933716881981441	QsOneNightStand	0
526141571465764865	JumpVote	0
419985093206487040	Jared__Bland	0
478880465198145536	tfl1061	1
500743580114513921	SandySneddon	0
437366232380366848	crudder_ryan	0
426914563800309760	MikeKirkner	1
542527849052536832	ATLCadillac	0
464156555227983872	kealycopy	0
353880465003921408	skinsTHFC	0
497469091553083393	Chi_Radio	1
447500238631493632	JimmianB	1
488570860161093632	AnaFlowers05	0
274345626815303682	zrwiig	1
537669831500111872	tamencha_23	0
448858792261066752	GraceDunn	1
448137793680572417	zajikaliboyer	1
545433006505480192	Brooke_Loves_Ya	0
370851327532105728	zacksiri	1
347211059716825089	Madison_Sexton	1
428522282542460928	abiblack2	1
512783908547477505	Abbeyscatisphat	0
426251965736042496	SocialCourtney	1
426739346561974272	t_tinki	0
408102143200337920	Natty_Noodles_	0
479212704289542144	Kate_lines	1
375017137456156672	okendall15	1
514410807942459392	fifthand56th	1
396668702872977408	jpadilla023	0
327259755242467328	littlegirl025	0
461925342752833536	NawabzadaMKB	0
393057562263711744	MizzouAdmission	0
498936336188190721	Im_ForeverYoung	0
514734582516953090	BrianCAlbrecht	1
484104718113701888	newmaner	1
500999720383574018	hayybrown	0
374831448219713536	DonnaCraig23	0
459151390145671170	jamiedoobah	1
422809201355022337	MrTerryBallard	1
464585256243564544	KickMyAsh	0
339863222859472896	virtualangst	0
537681565384708100	ANappyNerdGirl	1
455545470711250944	Excuse_Remover	1
391927462151483392	megcoll_	0
371858872773799936	balightning	1
318430639026229248	zrcohen	1
367712450772078592	lalitha99	1
474256964759732224	ClaireBossiere	0
248404621633146880	jianpingXD	0
439830110565568512	MattTaven	1
364381181548036096	DrewMGolden	0
525105314635722752	JaridBlass	0
423929886781083651	wolfsemen	0
469088489196498944	stuartmckenzie	1
395896869429055490	Isaacdutch	1
419929636168933376	itsnotalbert	0
482717090651324416	PORNOSxDiGiORNO	0
372886929206804480	Saiyajin_Prince	0
529069292642263040	zman_pr	0
545787652235329536	KentuckyRaised9	0
414618938018766848	RaabShannon	1
318614632153620480	Real_raul10	0
444206969801302016	mbulzomi	1
538836698860638208	Mysticfail	0
382239410835951616	_desHOESainSHiT	0
457633529178759168	megan23marie	1
486011447563276289	selmsssss	0
397437264760143872	StreetCL	1
505463495803285504	BenPortlock	0
439759969328824320	NaomiMariexox	1
526480032991289345	kaddle	0
531524798656966656	Kiss_my_Panache	0
397600884126801920	roshellesays	0
322410226043199488	itw419	1
431175134779424768	PrettyTiger_	0
517889130567839744	AntonyKoutsos	0
452286028901257216	itsmikestweets	1
285926510471303168	JakeTaylor49	0
410029144471527424	thewindyplace	1
310387918000766977	estarr3	1
482633369784549378	wplayford	1
464481572188876800	baxter2134	1
436482928651296769	livberesford	0
426448629931724800	phxnrauhl	0
394278678584393728	DrewStewartCola	1
397219430028959744	laurennnnHunt	1
540621065987166208	motopixie	1
536259986431954944	njsutton	0
502981085840801793	gonzalez499	0
322210754252140544	ESmith811	0
374338803776761856	Nick01nobleAlan	0
511221466445393920	VeekuhMonstaa	0
540670702680940544	Donte1986	1
550784107673034752	Chief_Chics	0
242025363872546816	RowdyPyle	1
383026428712722433	itsbekki_	0
463468645440815106	kidchamp	0
381831729108893696	johndskaggs	1
477478967113289729	KrisCash13	1
446431857262231552	McrCurryMile	1
537873581674217472	paaammycake	0
438733680354144257	ed_blythe	1
514433558295764992	EJFootball	1
537292515746250752	NCPANTHERS1	1
303195100182360066	goof08	0
440378316076625920	Franco_Raffa	0
472808531172003841	kaayamy	0
385197775966588929	oliviarose14	0
542873163856871424	anniiepaone25	0
514539518482190336	collegiate84	0
477231590896963584	karleybhyatt	1
535008815339429888	sloanethoughts	1
490606331028467712	bawhbee	0
443836329756217344	BermyJB	1
426181921219960832	Pie_ness14	1
394875368332873728	Xx_OopsYouMad	0
391847358096764928	fribs36	0
486992420899680257	GaryFrancis32	1
468039410089754624	shelbieee28	0
485987499462774784	binoraysportal	1
392055935365304320	sachaserruys	1
382623626832662528	emilyyelsbergg	0
415137429503225856	CarlaJo24	1
